,id,name,dob,unique_prize_year,unique_prize_category,gender,bornCountryCode
429,435,Rita Levi-Montalcini,1909-04-22,1986,medicine,female,IT
430,436,Susumu Tonegawa,1939-09-05,1987,medicine,male,JP
431,437,Sir James W. Black,1924-06-14,1988,medicine,male,GB
432,438,Gertrude B. Elion,1918-01-23,1988,medicine,female,US
433,439,George H. Hitchings,1905-04-18,1988,medicine,male,US
434,440,J. Michael Bishop,1936-02-22,1989,medicine,male,US
435,441,Harold E. Varmus,1939-12-18,1989,medicine,male,US
436,442,Joseph E. Murray,1919-04-01,1990,medicine,male,US
437,443,E. Donnall Thomas,1920-03-15,1990,medicine,male,US
438,444,Erwin Neher,1944-03-20,1991,medicine,male,DE
439,445,Bert Sakmann,1942-06-12,1991,medicine,male,DE
440,446,Edmond H. Fischer,1920-04-06,1992,medicine,male,CN
441,447,Edwin G. Krebs,1918-06-06,1992,medicine,male,US
442,448,Richard J. Roberts,1943-09-06,1993,medicine,male,GB
443,449,Phillip A. Sharp,1944-06-06,1993,medicine,male,US
444,450,Alfred G. Gilman,1941-07-01,1994,medicine,male,US
445,451,Martin Rodbell,1925-12-01,1994,medicine,male,US
446,452,Edward B. Lewis,1918-05-20,1995,medicine,male,US
447,453,Christiane Nüsslein-Volhard,1942-10-20,1995,medicine,female,DE
448,454,Eric F. Wieschaus,1947-06-08,1995,medicine,male,US
449,455,Peter C. Doherty,1940-10-15,1996,medicine,male,AU
450,456,Rolf M. Zinkernagel,1944-01-06,1996,medicine,male,CH
451,457,Stanley B. Prusiner,1942-05-28,1997,medicine,male,US
452,458,Robert F. Furchgott,1916-06-04,1998,medicine,male,US
453,459,Louis J. Ignarro,1941-05-31,1998,medicine,male,US
454,460,Ferid Murad,1936-09-14,1998,medicine,male,US
455,461,Günter Blobel,1936-05-21,1999,medicine,male,PL
456,462,Henry Dunant,1828-05-08,1901,peace,male,CH
457,463,Frédéric Passy,1822-05-20,1901,peace,male,FR
458,464,Élie Ducommun,1833-02-19,1902,peace,male,CH
459,465,Albert Gobat,1843-05-21,1902,peace,male,CH
460,466,Randal Cremer,1828-03-18,1903,peace,male,GB
461,467,Institute of International Law ,1873-00-00,1904,peace,org,
462,468,Bertha von Suttner,1843-06-09,1905,peace,female,CZ
463,470,Theodore Roosevelt,1858-10-27,1906,peace,male,US
464,471,Ernesto Teodoro Moneta,1833-09-20,1907,peace,male,IT
465,472,Louis Renault,1843-05-21,1907,peace,male,FR
466,473,Klas Pontus Arnoldson,1844-10-27,1908,peace,male,SE
467,474,Fredrik Bajer,1837-04-21,1908,peace,male,DK
468,475,Auguste Beernaert,1829-07-26,1909,peace,male,BE
469,476,Paul Henri d'Estournelles de Constant,1852-11-22,1909,peace,male,FR
470,477,Permanent International Peace Bureau ,1891-00-00,1910,peace,org,
471,478,Tobias Asser,1838-04-28,1911,peace,male,NL
472,479,Alfred Fried,1864-11-11,1911,peace,male,AT
473,480,Elihu Root,1845-02-15,1912,peace,male,US
474,481,Henri La Fontaine,1854-04-22,1913,peace,male,BE
475,482,International Committee of the Red Cross ,1863-00-00,1944;1963;1917,peace,org,
476,483,Woodrow Wilson,1856-12-28,1919,peace,male,US
477,484,Léon Bourgeois,1851-05-21,1920,peace,male,FR
478,485,Hjalmar Branting,1860-11-23,1921,peace,male,SE
479,486,Christian Lange,1869-09-17,1921,peace,male,NO
480,487,Fridtjof Nansen,1861-10-10,1922,peace,male,NO
481,488,Sir Austen Chamberlain,1863-10-16,1925,peace,male,GB
482,489,Charles G. Dawes,1865-08-27,1925,peace,male,US
483,490,Aristide Briand,1862-03-28,1926,peace,male,FR
484,491,Gustav Stresemann,1878-05-10,1926,peace,male,DE
485,492,Ferdinand Buisson,1841-12-20,1927,peace,male,FR
486,493,Ludwig Quidde,1858-03-23,1927,peace,male,DE
487,494,Frank B. Kellogg,1856-12-22,1929,peace,male,US
488,495,Nathan Söderblom,1866-01-15,1930,peace,male,SE
489,496,Jane Addams,1860-09-06,1931,peace,female,US
490,497,Nicholas Murray Butler,1862-04-02,1931,peace,male,US
491,498,Sir Norman Angell,1872-12-26,1933,peace,male,GB
492,499,Arthur Henderson,1863-09-13,1934,peace,male,GB
493,500,Carl von Ossietzky,1889-10-03,1935,peace,male,DE
494,501,Carlos Saavedra Lamas,1878-11-01,1936,peace,male,AR
495,502,Robert Cecil,1864-09-14,1937,peace,male,GB
496,503,Nansen International Office for Refugees ,1921-00-00,1938,peace,org,
497,505,Cordell Hull,1871-10-02,1945,peace,male,US
498,506,Emily Greene Balch,1867-01-08,1946,peace,female,US
499,507,John R. Mott,1865-05-25,1946,peace,male,US
500,508,Friends Service Council ,1647-00-00,1947,peace,org,
501,509,American Friends Service Committee ,1917-00-00,1947,peace,org,
502,510,John Boyd Orr,1880-09-23,1949,peace,male,GB
503,511,Ralph Bunche,1904-08-07,1950,peace,male,US
504,512,Léon Jouhaux,1879-07-01,1951,peace,male,FR
505,513,Albert Schweitzer,1875-01-14,1952,peace,male,FR
506,514,George C. Marshall,1880-12-31,1953,peace,male,US
507,515,Office of the United Nations High Commissioner for Refugees ,1950-12-14,1981;1954,peace,org,
508,516,Lester Bowles Pearson,1897-04-23,1957,peace,male,CA
509,517,Georges Pire,1910-02-10,1958,peace,male,BE
510,518,Philip Noel-Baker,1889-11-01,1959,peace,male,GB
511,519,Albert Luthuli,1898-00-00,1960,peace,male,ZW
512,520,Dag Hammarskjöld,1905-07-29,1961,peace,male,SE
513,523,League of Red Cross Societies ,1919-00-00,1963,peace,org,
514,524,Martin Luther King Jr.,1929-01-15,1964,peace,male,US
515,525,United Nations Children's Fund ,1946-00-00,1965,peace,org,
516,526,René Cassin,1887-10-05,1968,peace,male,FR
517,527,International Labour Organization ,1919-00-00,1969,peace,org,
518,528,Norman Borlaug,1914-03-25,1970,peace,male,US
519,529,Willy Brandt,1913-12-18,1971,peace,male,DE
520,530,Henry Kissinger,1923-05-27,1973,peace,male,DE
521,531,Le Duc Tho ,1911-10-14,1973,peace,male,VN
522,532,Seán MacBride,1904-01-26,1974,peace,male,FR
523,533,Eisaku Sato,1901-03-27,1974,peace,male,JP
524,534,Andrei Sakharov,1921-05-21,1975,peace,male,RU
525,535,Betty Williams,1943-05-22,1976,peace,female,GB
526,536,Mairead Corrigan,1944-01-27,1976,peace,female,GB
527,537,Amnesty International ,1961-00-00,1977,peace,org,
528,538,Anwar al-Sadat,1918-12-25,1978,peace,male,EG
529,539,Menachem Begin,1913-08-16,1978,peace,male,BY
530,540,Anjezë Gonxhe Bojaxhiu,1910-08-26,1979,peace,female,MK
531,541,Adolfo Pérez Esquivel,1931-11-26,1980,peace,male,AR
532,543,Alva Myrdal,1902-01-31,1982,peace,female,SE
533,544,Alfonso García Robles,1911-03-20,1982,peace,male,MX
534,545,Lech Walesa,1943-09-29,1983,peace,male,PL
535,546,Desmond Tutu,1931-10-07,1984,peace,male,ZA
536,547,International Physicians for the Prevention of Nuclear War ,1980-00-00,1985,peace,org,
537,548,Elie Wiesel,1928-09-30,1986,peace,male,RO
538,549,Oscar Arias Sánchez,1940-09-13,1987,peace,male,CR
539,550,United Nations Peacekeeping Forces ,1948-00-00,1988,peace,org,
540,551,Lhamo Thondup,1935-07-06,1989,peace,male,CN
541,552,Mikhail Gorbachev,1931-03-02,1990,peace,male,RU
542,553,Aung San Suu Kyi ,1945-06-19,1991,peace,female,MM
543,554,Rigoberta Menchú Tum,1959-01-09,1992,peace,female,GT
544,555,Nelson Mandela,1918-07-18,1993,peace,male,ZA
545,556,F.W. de Klerk,1936-03-18,1993,peace,male,ZA
546,557,Yasser Arafat,1929-08-24,1994,peace,male,EG
547,558,Shimon Peres,1923-08-16,1994,peace,male,BY
548,559,Yitzhak Rabin,1922-03-01,1994,peace,male,IL
549,560,Joseph Rotblat,1908-11-04,1995,peace,male,PL
550,561,Pugwash Conferences on Science and World Affairs ,1957-00-00,1995,peace,org,
551,562,Carlos Filipe Ximenes Belo,1948-02-03,1996,peace,male,TL
552,563,José Ramos-Horta,1949-12-26,1996,peace,male,TL
553,564,International Campaign to Ban Landmines ,1992-00-00,1997,peace,org,
554,565,Jody Williams,1950-10-09,1997,peace,female,US
555,566,John Hume,1937-01-18,1998,peace,male,GB
556,567,David Trimble,1944-10-15,1998,peace,male,GB
557,568,Médecins Sans Frontières ,1971-00-00,1999,peace,org,
558,569,Sully Prudhomme,1839-03-16,1901,literature,male,FR
559,571,Theodor Mommsen,1817-11-30,1902,literature,male,DE
560,572,Bjørnstjerne Bjørnson,1832-12-08,1903,literature,male,NO
561,573,Frédéric Mistral,1830-09-08,1904,literature,male,FR
562,574,José Echegaray,1832-04-19,1904,literature,male,ES
563,575,Henryk Sienkiewicz,1846-05-05,1905,literature,male,PL
564,576,Giosuè Carducci,1835-07-27,1906,literature,male,IT
565,577,Rudyard Kipling,1865-12-30,1907,literature,male,IN
566,578,Rudolf Eucken,1846-01-05,1908,literature,male,DE
567,579,Selma Lagerlöf,1858-11-20,1909,literature,female,SE
568,580,Paul Heyse,1830-03-15,1910,literature,male,DE
569,581,Maurice Maeterlinck,1862-08-29,1911,literature,male,BE
570,582,Gerhart Hauptmann,1862-11-15,1912,literature,male,PL
571,583,Rabindranath Tagore,1861-05-07,1913,literature,male,IN
572,584,Romain Rolland,1866-01-29,1915,literature,male,FR
573,585,Verner von Heidenstam,1859-07-06,1916,literature,male,SE
574,586,Karl Gjellerup,1857-06-02,1917,literature,male,DK
575,587,Henrik Pontoppidan,1857-07-24,1917,literature,male,DK
576,588,Carl Spitteler,1845-04-24,1919,literature,male,CH
577,589,Knut Hamsun,1859-08-04,1920,literature,male,NO
578,590,Anatole France,1844-04-16,1921,literature,male,FR
579,592,Jacinto Benavente,1866-08-12,1922,literature,male,ES
580,593,William Butler Yeats,1865-06-13,1923,literature,male,IE
581,594,Wladyslaw Reymont,1867-05-07,1924,literature,male,PL
582,596,George Bernard Shaw,1856-07-26,1925,literature,male,IE
583,597,Grazia Deledda,1871-09-27,1926,literature,female,IT
584,600,Henri Bergson,1859-10-18,1927,literature,male,FR
585,601,Sigrid Undset,1882-05-20,1928,literature,female,DK
586,602,Thomas Mann,1875-06-06,1929,literature,male,DE
587,603,Sinclair Lewis,1885-02-07,1930,literature,male,US
588,604,Erik Axel Karlfeldt,1864-07-20,1931,literature,male,SE
589,605,John Galsworthy,1867-08-14,1932,literature,male,GB
590,606,Ivan Bunin,1870-10-22,1933,literature,male,RU
591,607,Luigi Pirandello,1867-06-28,1934,literature,male,IT
592,608,Eugene O'Neill,1888-10-16,1936,literature,male,US
593,609,Roger Martin du Gard,1881-03-23,1937,literature,male,FR
594,610,Pearl Buck,1892-06-26,1938,literature,female,US
595,613,Frans Eemil Sillanpää,1888-09-16,1939,literature,male,FI
596,614,Johannes V. Jensen,1873-01-20,1944,literature,male,DK
597,615,Gabriela Mistral,1889-04-07,1945,literature,female,CL
598,617,Hermann Hesse,1877-07-02,1946,literature,male,DE
599,618,André Gide,1869-11-22,1947,literature,male,FR
600,619,T.S. Eliot,1888-09-26,1948,literature,male,US
601,620,William Faulkner,1897-09-25,1949,literature,male,US
602,621,Bertrand Russell,1872-05-18,1950,literature,male,GB
603,622,Pär Lagerkvist,1891-05-23,1951,literature,male,SE
604,623,François Mauriac,1885-10-11,1952,literature,male,FR
605,624,Winston Churchill,1874-11-30,1953,literature,male,GB
606,625,Ernest Hemingway,1899-07-21,1954,literature,male,US
607,626,Halldór Laxness,1902-04-23,1955,literature,male,IS
608,627,Juan Ramón Jiménez,1881-12-24,1956,literature,male,ES
609,628,Albert Camus,1913-11-07,1957,literature,male,DZ
610,629,Boris Pasternak,1890-02-10,1958,literature,male,RU
611,630,Salvatore Quasimodo,1901-08-20,1959,literature,male,IT
612,631,Saint-John Perse,1887-05-31,1960,literature,male,GP
613,633,Ivo Andric,1892-10-10,1961,literature,male,BA
614,634,John Steinbeck,1902-02-27,1962,literature,male,US
615,635,Giorgos Seferis,1900-03-13,1963,literature,male,TR
616,637,Jean-Paul Sartre,1905-06-21,1964,literature,male,FR
617,638,Mikhail Sholokhov,1905-05-24,1965,literature,male,RU
618,639,Shmuel Agnon,1888-07-17,1966,literature,male,UA
619,640,Nelly Sachs,1891-12-10,1966,literature,female,DE
620,641,Miguel Angel Asturias,1899-10-19,1967,literature,male,GT
621,642,Yasunari Kawabata,1899-06-11,1968,literature,male,JP
622,643,Samuel Beckett,1906-04-13,1969,literature,male,IE
623,644,Alexandr Solzhenitsyn,1918-12-11,1970,literature,male,RU
624,645,Pablo Neruda,1904-07-12,1971,literature,male,CL
625,647,Heinrich Böll,1917-12-21,1972,literature,male,DE
626,648,Patrick White,1912-05-28,1973,literature,male,GB
627,649,Eyvind Johnson,1900-07-29,1974,literature,male,SE
628,650,Harry Martinson,1904-05-06,1974,literature,male,SE
629,651,Eugenio Montale,1896-10-12,1975,literature,male,IT
630,652,Saul Bellow,1915-06-10,1976,literature,male,CA
631,653,Vicente Aleixandre,1898-04-26,1977,literature,male,ES
632,654,Isaac Bashevis Singer,1904-07-14,1978,literature,male,PL
633,655,Odysseus Elytis,1911-11-02,1979,literature,male,GR
634,657,Czeslaw Milosz,1911-06-30,1980,literature,male,LT
635,658,Elias Canetti,1905-07-25,1981,literature,male,BG
636,659,Gabriel García Márquez,1927-03-06,1982,literature,male,CO
637,660,William Golding,1911-09-19,1983,literature,male,GB
638,661,Jaroslav Seifert,1901-09-23,1984,literature,male,CZ
639,662,Claude Simon,1913-10-10,1985,literature,male,MG
640,663,Wole Soyinka,1934-07-13,1986,literature,male,NG
641,664,Joseph Brodsky,1940-05-24,1987,literature,male,RU
642,665,Naguib Mahfouz,1911-12-11,1988,literature,male,EG
643,666,Camilo José Cela,1916-05-11,1989,literature,male,ES
644,667,Octavio Paz,1914-03-31,1990,literature,male,MX
645,668,Nadine Gordimer,1923-11-20,1991,literature,female,ZA
646,669,Derek Walcott,1930-01-23,1992,literature,male,LC
647,670,Toni Morrison,1931-02-18,1993,literature,female,US
648,671,Kenzaburo Oe,1935-01-31,1994,literature,male,JP
649,672,Seamus Heaney,1939-04-13,1995,literature,male,GB
650,673,Wislawa Szymborska,1923-07-02,1996,literature,female,PL
651,674,Dario Fo,1926-03-24,1997,literature,male,IT
652,675,José Saramago,1922-11-16,1998,literature,male,PT
653,676,Günter Grass,1927-10-16,1999,literature,male,PL
654,677,Ragnar Frisch,1895-03-03,1969,economics,male,NO
655,678,Jan Tinbergen,1903-04-12,1969,economics,male,NL
656,679,Paul A. Samuelson,1915-05-15,1970,economics,male,US
657,680,Simon Kuznets,1901-04-30,1971,economics,male,BY
658,681,John R. Hicks,1904-04-08,1972,economics,male,GB
659,682,Kenneth J. Arrow,1921-08-23,1972,economics,male,US
660,683,Wassily Leontief,1906-08-05,1973,economics,male,RU
661,684,Gunnar Myrdal,1898-12-06,1974,economics,male,SE
662,685,Friedrich von Hayek,1899-05-08,1974,economics,male,AT
663,686,Leonid Vitaliyevich Kantorovich,1912-01-19,1975,economics,male,RU
664,687,Tjalling C. Koopmans,1910-08-28,1975,economics,male,NL
665,688,Milton Friedman,1912-07-31,1976,economics,male,US
666,689,Bertil Ohlin,1899-04-23,1977,economics,male,SE
667,690,James E. Meade,1907-06-23,1977,economics,male,GB
668,691,Herbert Simon,1916-06-15,1978,economics,male,US
669,692,Theodore W. Schultz,1902-04-30,1979,economics,male,US
670,693,Sir Arthur Lewis,1915-01-23,1979,economics,male,LC
671,694,Lawrence R. Klein,1920-09-14,1980,economics,male,US
672,695,James Tobin,1918-03-05,1981,economics,male,US
673,696,George J. Stigler,1911-01-17,1982,economics,male,US
674,697,Gerard Debreu,1921-07-04,1983,economics,male,FR
675,698,Richard Stone,1913-08-30,1984,economics,male,GB
676,699,Franco Modigliani,1918-06-18,1985,economics,male,IT
677,700,James M. Buchanan Jr.,1919-10-03,1986,economics,male,US
678,701,Robert M. Solow,1924-08-23,1987,economics,male,US
679,702,Maurice Allais,1911-05-31,1988,economics,male,FR
680,703,Trygve Haavelmo,1911-12-13,1989,economics,male,NO
681,704,Harry M. Markowitz,1927-08-24,1990,economics,male,US
682,705,Merton H. Miller,1923-05-16,1990,economics,male,US
683,706,William F. Sharpe,1934-06-16,1990,economics,male,US
684,707,Ronald H. Coase,1910-12-29,1991,economics,male,GB
685,708,Gary Becker,1930-12-02,1992,economics,male,US
686,709,Robert W. Fogel,1927-07-01,1993,economics,male,US
687,710,Douglass C. North,1920-11-05,1993,economics,male,US
688,711,John C. Harsanyi,1920-05-29,1994,economics,male,HU
689,712,John F. Nash Jr.,1928-06-13,1994,economics,male,US
690,713,Reinhard Selten,1930-10-05,1994,economics,male,PL
691,714,Robert E. Lucas Jr.,1937-09-15,1995,economics,male,US
692,715,James A. Mirrlees,1936-07-05,1996,economics,male,GB
693,716,William Vickrey,1914-06-21,1996,economics,male,CA
694,717,Robert C. Merton,1944-07-31,1997,economics,male,US
695,718,Myron Scholes,1941-07-01,1997,economics,male,CA
696,719,Amartya Sen,1933-11-03,1998,economics,male,IN
697,720,Robert Mundell,1932-10-24,1999,economics,male,CA
698,721,Il´ja M. Frank,1908-10-23,1958,physics,male,RU
699,722,Arvid Carlsson,1923-01-25,2000,medicine,male,SE
700,723,Paul Greengard,1925-12-11,2000,medicine,male,US
701,724,Eric Kandel,1929-11-07,2000,medicine,male,AT
702,725,Kim Dae-jung,1925-12-03,2000,peace,male,KR
703,726,Zhores Alferov,1930-03-15,2000,physics,male,BY
704,727,Herbert Kroemer,1928-08-25,2000,physics,male,DE
705,728,Jack Kilby,1923-11-08,2000,physics,male,US
706,729,Alan Heeger,1936-01-22,2000,chemistry,male,US
707,730,Alan MacDiarmid,1927-04-14,2000,chemistry,male,NZ
708,731,Hideki Shirakawa,1936-08-20,2000,chemistry,male,JP
709,732,James J. Heckman,1944-04-19,2000,economics,male,US
710,733,Daniel L. McFadden,1937-07-29,2000,economics,male,US
711,734,Xingjian Gao,1940-01-04,2000,literature,male,CN
712,735,Leland Hartwell,1939-10-30,2001,medicine,male,US
713,736,Tim Hunt,1943-02-19,2001,medicine,male,GB
714,737,Sir Paul Nurse,1949-01-25,2001,medicine,male,GB
715,738,Eric Cornell,1961-12-19,2001,physics,male,US
716,739,Wolfgang Ketterle,1957-10-21,2001,physics,male,DE
717,740,Carl Wieman,1951-03-26,2001,physics,male,US
718,741,William Knowles,1917-06-01,2001,chemistry,male,US
719,742,Ryoji Noyori,1938-09-03,2001,chemistry,male,JP
720,743,Barry Sharpless,1941-04-28,2001,chemistry,male,US
721,744,George A. Akerlof,1940-06-17,2001,economics,male,US
722,745,A. Michael Spence,1943-00-00,2001,economics,male,US
723,746,Joseph E. Stiglitz,1943-02-09,2001,economics,male,US
724,747,V. S. Naipaul,1932-08-17,2001,literature,male,TT
725,748,United Nations ,1945-00-00,2001,peace,org,
726,749,Kofi Annan,1938-04-08,2001,peace,male,GH
727,750,Sydney Brenner,1927-01-13,2002,medicine,male,ZA
728,751,H. Robert Horvitz,1947-05-08,2002,medicine,male,US
729,752,John E. Sulston,1942-03-27,2002,medicine,male,GB
730,753,Raymond Davis Jr.,1914-10-14,2002,physics,male,US
731,754,Masatoshi Koshiba,1926-09-19,2002,physics,male,JP
732,755,Riccardo Giacconi,1931-10-06,2002,physics,male,IT
733,756,John B. Fenn,1917-06-15,2002,chemistry,male,US
734,757,Koichi Tanaka,1959-08-03,2002,chemistry,male,JP
735,758,Kurt Wüthrich,1938-10-04,2002,chemistry,male,CH
736,759,Daniel Kahneman,1934-03-05,2002,economics,male,IL
737,760,Vernon L. Smith,1927-01-01,2002,economics,male,US
738,761,Imre Kertész,1929-11-09,2002,literature,male,HU
739,762,Jimmy Carter,1924-10-01,2002,peace,male,US
740,763,J. M. Coetzee,1940-02-09,2003,literature,male,ZA
741,764,Paul C. Lauterbur,1929-05-06,2003,medicine,male,US
742,765,Sir Peter Mansfield,1933-10-09,2003,medicine,male,GB
743,766,Alexei Abrikosov,1928-06-25,2003,physics,male,RU
744,767,Vitaly L. Ginzburg,1916-10-04,2003,physics,male,RU
745,768,Anthony J. Leggett,1938-03-26,2003,physics,male,GB
746,769,Peter Agre,1949-01-30,2003,chemistry,male,US
747,770,Roderick MacKinnon,1956-02-19,2003,chemistry,male,US
748,771,Robert F. Engle III,1942-11-10,2003,economics,male,US
749,772,Clive W.J. Granger,1934-09-04,2003,economics,male,GB
750,773,Shirin Ebadi,1947-06-21,2003,peace,female,IR
751,774,Richard Axel,1946-07-02,2004,medicine,male,US
752,775,Linda B. Buck,1947-01-29,2004,medicine,female,US
753,776,David J. Gross,1941-02-19,2004,physics,male,US
754,777,H. David Politzer,1949-08-31,2004,physics,male,US
755,778,Frank Wilczek,1951-05-15,2004,physics,male,US
756,779,Aaron Ciechanover,1947-10-01,2004,chemistry,male,IL
757,780,Avram Hershko,1937-12-31,2004,chemistry,male,HU
758,781,Irwin Rose,1926-07-16,2004,chemistry,male,US
759,782,Elfriede Jelinek,1946-10-20,2004,literature,female,AT
760,783,Wangari Maathai,1940-04-01,2004,peace,female,KE
761,786,Finn E. Kydland,1943-12-01,2004,economics,male,NO
762,787,Edward C. Prescott,1940-12-26,2004,economics,male,US
763,789,Barry J. Marshall,1951-09-30,2005,medicine,male,AU
764,790,J. Robin Warren,1937-06-11,2005,medicine,male,AU
765,791,Roy J. Glauber,1925-09-01,2005,physics,male,US
766,792,John L. Hall,1934-08-21,2005,physics,male,US
767,793,Theodor W. Hänsch,1941-10-30,2005,physics,male,DE
768,794,Yves Chauvin,1930-10-10,2005,chemistry,male,BE
769,795,Robert H. Grubbs,1942-02-27,2005,chemistry,male,US
770,796,Richard R. Schrock,1945-01-04,2005,chemistry,male,US
771,797,International Atomic Energy Agency ,1957-00-00,2005,peace,org,
772,798,Mohamed ElBaradei,1942-06-17,2005,peace,male,EG
773,799,Robert J. Aumann,1930-06-08,2005,economics,male,DE
774,800,Thomas C. Schelling,1921-04-14,2005,economics,male,US
775,801,Harold Pinter,1930-10-10,2005,literature,male,GB
776,802,Andrew Z. Fire,1959-04-27,2006,medicine,male,US
777,803,Craig C. Mello,1960-10-19,2006,medicine,male,US
778,804,John C. Mather,1946-08-07,2006,physics,male,US
779,805,George F. Smoot,1945-02-20,2006,physics,male,US
780,806,Roger D. Kornberg,1947-04-24,2006,chemistry,male,US
781,807,Edmund S. Phelps,1933-07-26,2006,economics,male,US
782,808,Orhan Pamuk,1952-06-07,2006,literature,male,TR
783,809,Muhammad Yunus,1940-06-28,2006,peace,male,BD
784,810,Grameen Bank ,1976-00-00,2006,peace,org,
785,811,Mario R. Capecchi,1937-10-06,2007,medicine,male,IT
786,812,Sir Martin J. Evans,1941-01-01,2007,medicine,male,GB
787,813,Oliver Smithies,1925-06-23,2007,medicine,male,GB
788,814,Albert Fert,1938-03-07,2007,physics,male,FR
789,815,Peter Grünberg,1939-05-18,2007,physics,male,CZ
790,816,Gerhard Ertl,1936-10-10,2007,chemistry,male,DE
791,817,Doris Lessing,1919-10-22,2007,literature,female,IR
792,818,Intergovernmental Panel on Climate Change ,1988-00-00,2007,peace,org,
793,819,Al Gore,1948-03-31,2007,peace,male,US
794,820,Leonid Hurwicz,1917-08-21,2007,economics,male,RU
795,821,Eric S. Maskin,1950-12-12,2007,economics,male,US
796,822,Roger B. Myerson,1951-03-29,2007,economics,male,US
797,823,Harald zur Hausen,1936-03-11,2008,medicine,male,DE
798,824,Françoise Barré-Sinoussi,1947-07-30,2008,medicine,female,FR
799,825,Luc Montagnier,1932-08-18,2008,medicine,male,FR
800,826,Yoichiro Nambu,1921-01-18,2008,physics,male,JP
801,827,Makoto Kobayashi,1944-04-07,2008,physics,male,JP
802,828,Toshihide Maskawa,1940-02-07,2008,physics,male,JP
803,829,Osamu Shimomura,1928-08-27,2008,chemistry,male,JP
804,830,Martin Chalfie,1947-01-15,2008,chemistry,male,US
805,831,Roger Y. Tsien,1952-02-01,2008,chemistry,male,US
806,832,Jean-Marie Gustave Le Clézio,1940-04-13,2008,literature,male,FR
807,833,Martti Ahtisaari,1937-06-23,2008,peace,male,FI
808,834,Paul Krugman,1953-02-28,2008,economics,male,US
809,835,Elizabeth H. Blackburn,1948-11-26,2009,medicine,female,AU
810,836,Carol W. Greider,1961-04-15,2009,medicine,female,US
811,837,Jack W. Szostak,1952-11-09,2009,medicine,male,GB
812,838,Charles K. Kao,1933-11-04,2009,physics,male,CN
813,839,Willard S. Boyle,1924-08-19,2009,physics,male,CA
814,840,George E. Smith,1930-05-10,2009,physics,male,US
815,841,Venkatraman Ramakrishnan,1952-00-00,2009,chemistry,male,IN
816,842,Thomas A. Steitz,1940-08-23,2009,chemistry,male,US
817,843,Ada E. Yonath,1939-06-22,2009,chemistry,female,IL
818,844,Herta Müller,1953-08-17,2009,literature,female,RO
819,845,Barack Obama,1961-08-04,2009,peace,male,US
820,846,Elinor Ostrom,1933-08-07,2009,economics,female,US
821,847,Oliver E. Williamson,1932-09-27,2009,economics,male,US
822,848,Robert G. Edwards,1925-09-27,2010,medicine,male,GB
823,849,Andre Geim,1958-10-21,2010,physics,male,RU
824,850,Konstantin Novoselov,1974-08-23,2010,physics,male,RU
825,851,Richard F. Heck,1931-08-15,2010,chemistry,male,US
826,852,Ei-ichi Negishi,1935-07-14,2010,chemistry,male,CN
827,853,Akira Suzuki,1930-09-12,2010,chemistry,male,JP
828,854,Mario Vargas Llosa,1936-03-28,2010,literature,male,PE
829,855,Xiaobo Liu,1955-12-28,2010,peace,male,CN
830,856,Peter A. Diamond,1940-04-29,2010,economics,male,US
831,857,Dale T. Mortensen,1939-02-02,2010,economics,male,US
832,858,Christopher A. Pissarides,1948-02-20,2010,economics,male,CY
833,861,Bruce A. Beutler,1957-12-29,2011,medicine,male,US
834,862,Jules A. Hoffmann,1941-08-02,2011,medicine,male,LU
835,863,Ralph M. Steinman,1943-01-14,2011,medicine,male,CA
836,864,Saul Perlmutter,1959-00-00,2011,physics,male,US
837,865,Brian P. Schmidt,1967-02-24,2011,physics,male,US
838,866,Adam G. Riess,1969-12-16,2011,physics,male,US
839,867,Dan Shechtman,1941-01-24,2011,chemistry,male,IL
840,868,Tomas Tranströmer,1931-04-15,2011,literature,male,SE
841,869,Ellen Johnson Sirleaf,1938-10-29,2011,peace,female,LR
842,870,Leymah Gbowee,1972-02-01,2011,peace,female,LR
843,871,Tawakkol Karman,1979-02-07,2011,peace,female,YE
844,872,Thomas J. Sargent,1943-07-19,2011,economics,male,US
845,873,Christopher A. Sims,1942-10-21,2011,economics,male,US
846,874,Sir John B. Gurdon,1933-10-02,2012,medicine,male,GB
847,875,Shinya Yamanaka,1962-09-04,2012,medicine,male,JP
848,876,Serge Haroche,1944-09-11,2012,physics,male,MA
849,877,David J. Wineland,1944-02-24,2012,physics,male,US
850,878,Robert J. Lefkowitz,1943-04-15,2012,chemistry,male,US
851,879,Brian Kobilka,1955-05-30,2012,chemistry,male,US
852,880,Mo Yan,1955-02-02,2012,literature,male,CN
853,881,European Union ,1952-00-00,2012,peace,org,
854,882,Alvin E. Roth,1951-12-18,2012,economics,male,US
855,883,Lloyd S. Shapley,1923-06-02,2012,economics,male,US
856,884,James E. Rothman,1950-11-03,2013,medicine,male,US
857,885,Randy W. Schekman,1948-12-30,2013,medicine,male,US
858,886,Thomas C. Südhof,1955-12-22,2013,medicine,male,DE
859,887,François Englert,1932-11-06,2013,physics,male,BE
860,888,Peter Higgs,1929-05-29,2013,physics,male,GB
861,889,Martin Karplus,1930-03-15,2013,chemistry,male,AT
862,890,Michael Levitt,1947-05-09,2013,chemistry,male,ZA
863,891,Arieh Warshel,1940-11-20,2013,chemistry,male,IL
864,892,Alice Munro,1931-07-10,2013,literature,female,CA
